Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
CASTELL'ARQUATO;PIACENZA;TRATTORIA CAPOPONTE;Trattoria di cucina tipica piacentina.Prezzo medio: dai 15,00 ai 20,00 Euro;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7264&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;TRATTORIA CAPOPONTE;RISTORANTI, PIZZERIE, AGRITURISMI;via Crocetta 1 - Castell'Arquato (PC);;Piacenza;42184;44.850423;9.876022
CASTELL'ARQUATO;PIACENZA;TRATTORIA DEL TURISTA;Cucina tipica piacentina.Prezzo medio: 30,00 ?;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7411&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;TRATTORIA DEL TURISTA;RISTORANTI, PIZZERIE, AGRITURISMI;Via Cavour 54 - Castell'Arquato (PC);;Piacenza;42184;44.879274;9.841819
CASTELL'ARQUATO;PIACENZA;TRATTORIA L'ANGIOLINA;Trattoria tipica piacentina, cucina molto curata di grande qualità. Ambiento molto accogliente rustico raffinato. Specialità: salumi tipici, culatello DOP, paste fatte in casa (tortelli, anolini, pisarei, gnocchi, tagliatelle, lasagne), carni...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7263&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/alberg-ristora/trattoria langiolina.jpg;TRATTORIA L'ANGIOLINA;RISTORANTI, PIZZERIE, AGRITURISMI;via Canale 18 frazione San Lorenzo - Castell'Arquato (PC);;Piacenza;42184;44.868523;9.896622
CASTEL SAN GIOVANNI;PIACENZA;ALBERGO RISTORANTE LEON D'ORO;Ottima cucina tipica piacentina casalinga e genuina. Piatti tipici e non solo. Grande varietà di scelta.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7340&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;ALBERGO RISTORANTE LEON D'ORO;RISTORANTI, PIZZERIE, AGRITURISMI;Via Nino Bixio 35 - Castel San Giovanni (PC);;Piacenza;42184;45.065834;9.446125
CASTEL SAN GIOVANNI;PIACENZA;RISTORANTE BARCA;Ristorante situato nel centro storico della cittadina. Servizio al tavolo con carrello arrosti. Prezzo medio Euro 28.00;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=5143&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/ristoranti/hotelrizzi_ristbarca.jpg;RISTORANTE BARCA;RISTORANTI, PIZZERIE, AGRITURISMI;Corso Matteotti, 5 - Castel San Giovanni (PC);;Piacenza;42184;45.058905;9.438255
CASTEL SAN GIOVANNI;PIACENZA;RISTORANTE LA CAPANNA;"Gradevole Ristorante in zona centrale, sulla circonvalazione del paese, alla portata di tutti. Prezzo Medio: Pranzo di lavoro 10,00 Euro bevande escluse; Pranzo o Cena alla carta dai 20.00 ai 60.00 Euro.";http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7983&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;RISTORANTE LA CAPANNA;RISTORANTI, PIZZERIE, AGRITURISMI;Via Fratelli Bandiera,46 29015 Cstel San Giovanni - Castel San Giovanni (PC);;Piacenza;42184;45.061236;9.428016
CASTEL SAN GIOVANNI;PIACENZA;RISTORANTE PIZZERIA BARRACUDA;Si effettuano serate speciali con musica dal vivo. Prezzo medio: 20/25,00 Euro.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4817&category_id=387&Itemid=377&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;RISTORANTE PIZZERIA BARRACUDA;RISTORANTI, PIZZERIE, AGRITURISMI;Via Andrea Doria, 2/A - Castel San Giovanni (PC);;Piacenza;42184;45.052563;9.44281
CASTEL SAN GIOVANNI;PIACENZA;RISTORANTE PIZZERIA UNDERGROUND;Locale caratteristico costruito in un'accogliente cantina con volte di mattoni e muri in pietra. Situato all'ingresso di Castel San Giovanni sulla Via Emilia Piacentina. Prezzo medio: Pizza 15,00 Euro Ristorante 35,00 Euro;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7915&category_id=387&Itemid=377&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/ristoranti/underground rid.jpg;RISTORANTE PIZZERIA UNDERGROUND;RISTORANTI, PIZZERIE, AGRITURISMI;Via Mulini, 2/A - Castel San Giovanni (PC);;Piacenza;42184;45.058899;9.439804
CASTELVETRO PIACENTINO;PIACENZA;AGRITURISMO CAMPASS;Cucina tradizionale in agriturismo dotato anche di camere per il pernottamento;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=8592&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;AGRITURISMO CAMPASS;RISTORANTI, PIZZERIE, AGRITURISMI;Via Pomello 32 - Castelvetro Piacentino (PC);;Piacenza;42184;45.015977;9.446509
COLI;PIACENZA;ALBERGO RISTORANTE PINETA;Il piccolo albergo ristorante a conduzione familiare si trova in loc. Fontana di Coli a 700 mt di altezza e a due passi dalla bellissima pineta di S. Agostino.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4632&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/alberg-ristora/hotel pineta.jpg;ALBERGO RISTORANTE PINETA;RISTORANTI, PIZZERIE, AGRITURISMI;Fontana di n. 77 - Coli (PC);;Piacenza;42184;;
CORTEMAGGIORE;PIACENZA;IL CASOLARE;Locale immerso nella pianura padana, tipica cascina con mattoni a volta. Porticato estivo e sale con camini a legna. Cucina tipica piacentina Prezzo medio: 35,00 ?;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=8255&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;IL CASOLARE;RISTORANTI, PIZZERIE, AGRITURISMI;Via Galluzzi 56 - Cortemaggiore (PC);;Piacenza;42184;44.995215;9.923186
CORTEMAGGIORE;PIACENZA;RISTORANTE LA TAVOLA ROTONDA;Degustazione del territorio, degustazione pesce, piatti locali revisionati.Il ristorante si trova all'interno del Castello del 1200 a Chiavenna LandiPrezzo medio: 35,00 ?;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7865&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/tavola rotonda rid.jpg;RISTORANTE LA TAVOLA ROTONDA;RISTORANTI, PIZZERIE, AGRITURISMI;Via Piacenza 35 loc. Chiavenna Landi - Cortemaggiore (PC);;Piacenza;42184;45.006321;9.878168
CORTEMAGGIORE;PIACENZA;TRATTORIA ANTICA CORTE;Cucina tipica locale e pesce. Specialità: piatti unici di carne e pesce, carne alla griglia Prezzo medio 35,00 ?;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7864&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/trattorie/antica corte.jpg;TRATTORIA ANTICA CORTE;RISTORANTI, PIZZERIE, AGRITURISMI;VIa Manfredi, 5 - Cortemaggiore (PC);;Piacenza;42184;44.99649;9.93252
FARINI;PIACENZA;RISTORANTE ALBERGO CAPPELLETTA;Ristorante con cucina tipica, immerso nel verde delle colline piacentine, ottimo punto di partenza per itinerari di trekking e mountain bike.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7978&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;RISTORANTE ALBERGO CAPPELLETTA;RISTORANTI, PIZZERIE, AGRITURISMI;loc. Cappelletta, 3 - Farini (PC);;Piacenza;42184;44.728626;9.52436
FIORENZUOLA D'ARDA;PIACENZA;AZIENDA AGRITURISTICA BATTIBUE;Antico cascinale tipico della pianura piacentina a soli due km da Chiaravalle della Colomba. Facilmente raggiungibile dall'abitato di Fiorenzuola d'Arda, l'azienda si trova nelle tranquille campagne vicine. E' possibile anche il...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4606&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/images/stories/dormire/agriturismibb/agrbattibue.jpg;AZIENDA AGRITURISTICA BATTIBUE;RISTORANTI, PIZZERIE, AGRITURISMI;Loc. Baselicaduce, Via Battibue 278 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.928359;9.929689
FIORENZUOLA D'ARDA;PIACENZA;CASA DELLA MEMORIA CASELLA;Agriturismo collegato con la raccolta di attrezzi del lavoro contadino e artigiano della Val d'Arda.Propone primi piatti stagionali, tigelle, salumi, formaggi, salse.Prezzo medio: 20,00 -25,00 Euro bevande incluse (15,00 Euro per merende);http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7966&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;CASA DELLA MEMORIA CASELLA;RISTORANTI, PIZZERIE, AGRITURISMI;Via San Protaso 110, località Casella - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.921421;9.886665
FIORENZUOLA D'ARDA;PIACENZA;DAL CAPRICCIO;Specialità pesce e pizza.Prezzo medio: ? 15,00 (pizza) ? 25,00 (ristorante).;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7869&category_id=387&Itemid=377&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;DAL CAPRICCIO;RISTORANTI, PIZZERIE, AGRITURISMI;via Papa Giovanni XXIII, 29 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.920981;9.91735
FIORENZUOLA D'ARDA;PIACENZA;OSTERIA DELL'OLZA;Il locale, ricavato all'interno di un vecchio insediamento agricolo recuperato, rientra all'interno del progetto comunale per la rinascita delle osterie tipiche. Si preparano merende nel tardo pomeriggio e spuntini dopo le 22.00. Possibilità di...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4612&category_id=283&Itemid=284&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;OSTERIA DELL'OLZA;ENOTECHE, OSTERIE, VINERIE;loc. Olza, 420, 29017 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.953971;9.914374
FIORENZUOLA D'ARDA;PIACENZA;RISTORANTE LOCANDA SAN FIORENZO;Ubicato nel pieno centro storico di Fiorenzuola d'Arda, la locanda si trova a 10 chilometri dal borgo medievale di Castell'Arquato e a 3 chilometri dall'Abbazia Cistercense di Chiaravalle della Colomba. Propone piatti tipici della tradizione...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=8875&category_id=283&Itemid=284&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/alberg-ristora/locanda di san fiorenzo.jpg;RISTORANTE LOCANDA SAN FIORENZO;ENOTECHE, OSTERIE, VINERIE;Via Gramsci, 8 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.927605;9.911941
FIORENZUOLA D'ARDA;PIACENZA;RISTORANTE OSTERIA MATHIS;Situato sulla via Emilia, storico crocevia di culture e tradizioni (è bottega storica), l?albergo osteria Mathis offre da più di 50 anni un?ospitalità schietta e genuina. Nell?Osteria Davide, il nipote dei primi proprietari, vi...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4660&category_id=283&Itemid=284&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/alberg-ristora/mathis.jpg;RISTORANTE OSTERIA MATHIS;ENOTECHE, OSTERIE, VINERIE;Via Matteotti, 68 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.926465;9.910054
FIORENZUOLA D'ARDA;PIACENZA;RISTORANTE VERANDA BARABASCA;Il locale offre ampia sala banchetti ed ulteriori tre sale da pranzo ed è bottega storica.Specialità lasagne, bolliti mistiPrezzo medio: ? 15,00 -20,00;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4703&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/ristoranti/ristverandabarabasca.jpg;RISTORANTE VERANDA BARABASCA;RISTORANTI, PIZZERIE, AGRITURISMI;Fraz. Barabasca, 29017 - Fiorenzuola d'Arda (PC);;Piacenza;42184;44.954951;9.906528
GAZZOLA;PIACENZA;AGRITURISMO LE RONDINI;L'azienda agrituristica ?Le Rondini?, immersa nel verde tra la Val Trebbia e la Val Tidone, è lieta di accogliervi e di offrirvi la possibilità di gustare le prelibatezze della cucina piacentina. La cucina semplice e genuina rispecchia le...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7257&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/agriturismo/agr le rondinisala.jpg;AGRITURISMO LE RONDINI;RISTORANTI, PIZZERIE, AGRITURISMI;Loc. Lodino n.1 - Gazzola (PC);;Piacenza;42184;44.970288;9.549065
GAZZOLA;PIACENZA;GIACIGLIO DI ANNIBALE;L'agriturismo, immerso nelle dolci colline della Val Luretta, circondato dalla campagna e dalla quiete rurale, offre ai suoi ospiti relax per pranzi, cene e ottime merende a base di salumi e formaggi, da gustare in un luogo lontano da tutto.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7776&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/images/stories/dormire/agriturismibb/agri giaciglio annibale.jpg;GIACIGLIO DI ANNIBALE;RISTORANTI, PIZZERIE, AGRITURISMI;Località Monteraschio - Gazzola (PC);;Piacenza;42184;44.925836;9.565521
GAZZOLA;PIACENZA;LA FAMIGLIA;Piccola trattoria ubicata nella campagna piacentina. Bottega storica. Prezzo indicativo medio: Euro 25,00 esclusi i vini.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7418&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;LA FAMIGLIA;RISTORANTI, PIZZERIE, AGRITURISMI;Gazzola (PC);;Piacenza;42184;44.960734;9.548746
GAZZOLA;PIACENZA;LOCANDA DEL BORGO;Tipo di cucina tradizionale Piacentina e Regionale.Prezzo medio: 25/30 Euro.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4755&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/bar-varie/locandaborgo.jpg;LOCANDA DEL BORGO;RISTORANTI, PIZZERIE, AGRITURISMI;Piazza Borgo, 13, 29010 - Gazzola (PC);;Piacenza;42184;44.8517;9.950469
GAZZOLA;PIACENZA;RISTORANTE LA ROCCHETTA;Situato all'interno del bellissimo borgo medievale di Rivalta, arroccato sulle mura di recinzione. Ambiente caratteristico, accogliente e raffinato. E' gradita la prenotazione.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4802&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/ristoranti/la rocchetta.jpg;RISTORANTE LA ROCCHETTA;RISTORANTI, PIZZERIE, AGRITURISMI;Località Castello di Rivalta, 1 - Gazzola (PC);;Piacenza;42184;44.949614;9.589684
GOSSOLENGO;PIACENZA;NEROPACO RISTORANTE PIZZERIA;Il locale offre ristorante tipico con varietà di pasta oppure pizzeria e musica live.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=8369&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/alberg-ristora/neropaco bobbio.jpg;NEROPACO RISTORANTE PIZZERIA;RISTORANTI, PIZZERIE, AGRITURISMI;ss. 45 - via Paolo IV, 1 - Settima di - Gossolengo (PC);;Piacenza;42184;44.969762;9.65506
GRAGNANO TREBBIENSE;PIACENZA;"BAR TRATTORIA "" PINOCCHIO""";Locale a gestione familiare.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7276&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;"BAR TRATTORIA "" PINOCCHIO""";RISTORANTI, PIZZERIE, AGRITURISMI;Via Roma, 72 - Gragnano Trebbiense (PC);;Piacenza;42184;44.996283;9.572325
GRAGNANO TREBBIENSE;PIACENZA;RISTORANTE LUNA NUOVA;Antica casa di campagna strutturata su due piani, con camino e ampio giardino estivo, propone cucina tipica del territorio con menù stagionali. Prezzo indicativo medio: 30,00 Euro bevande escluse.;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7896&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;RISTORANTE LUNA NUOVA;RISTORANTI, PIZZERIE, AGRITURISMI;Località Barigella, Gragnanino. - Gragnano Trebbiense (PC);;Piacenza;42184;45.013755;9.56808
GROPPARELLO;PIACENZA;AGRITURISMO DA SCHIAVI;In provincia di Piacenza, l?agriturismo ?Da Schiavi?, incastonato tra i cieli suggestivi e il verde rigoglioso dell?alta Val Chero, propone la semplicità della cucina tradizionale di Piacenza, in clima familiare e...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=7982&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/agriturismo/agriturismodaschiavi1.jpg;AGRITURISMO DA SCHIAVI;RISTORANTI, PIZZERIE, AGRITURISMI;loc. Bozzini di Groppovisdomo - Gropparello (PC);;Piacenza;42184;44.784287;9.682925
GROPPARELLO;PIACENZA;AGRITURISMO LA COSTA;Agriturismo a conduzione famigliare, dove si può degustare cucina tipica piacentina fatta in casa e pasta fresca preparata in giornata Specialità: tortelli con la coda, pisarei e fasò, chisolini con spalla cotta di San Secondo Prezzo medio: 25,00...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=8256&category_id=386&Itemid=378&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;AGRITURISMO LA COSTA;RISTORANTI, PIZZERIE, AGRITURISMI;Località Castellotti, Sariano di - Gropparello (PC);;Piacenza;42184;44.863383;9.741783
GROPPARELLO;PIACENZA;ANTICA TRATTORIA DEL CACCIATORE;Locale situato nella vallata del Riglio, a 4 Km da Gropparello, tipicamente piacentino con cucina curata personalmente dai titolari.Ideale per cene, pranzi, banchetti e cerimonie, inserito in un contesto paesaggistico e naturalistico da non perdere....;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4650&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/media/zoo/applications/business/templates/default/assets/images/no_img.png;ANTICA TRATTORIA DEL CACCIATORE;RISTORANTI, PIZZERIE, AGRITURISMI;Via dei Castagneti, 20 località Gusano, 29025 - Gropparello (PC);;Piacenza;42184;44.839469;9.702108
GROPPARELLO;PIACENZA;LOCANDA DEI BRIGANTI;Situato sulle prime colline piacentine, a 5 minuti dal castello di Gropparello. Tipica trattoria di campagna, stufa a legna e arredamento rustico, ampio dehor. Cucina casalinga, tipica e rivisitata Specialità: gnocchetti rustici con pesto,...;http://turismo.provincia.piacenza.it/index.php?option=com_zoo&task=item&item_id=4642&category_id=284&Itemid=283&lang=it;http://turismo.provincia.piacenza.it/images/stories/mangiare/ristoranti/locanda dei briganti.jpg;LOCANDA DEI BRIGANTI;RISTORANTI, PIZZERIE, AGRITURISMI;Loc. Veggiola di , 29025 - Gropparello (PC);;Piacenza;42184;44.863413;9.715497
